,idno,gndr,agea,region,prtvtddk,edlvddk,infqbst,grspnum
928,119826,Male,37,DK02,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,22500.0
929,119828,Female,37,DK02,Not applicable,Refusal,No answer,
930,119841,Male,40,DK02,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,900000.0
931,120014,Male,21,DK02,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,50000.0
932,120043,Male,68,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
933,120059,Male,46,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,72000.0
934,120116,Female,90,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
935,120148,Male,28,DK04,Socialdemokratiet - The Social democrats,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,21000.0
936,120170,Female,36,DK02,Not applicable,Folkeskole 9.-10. klasse,No answer,
937,120331,Male,56,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,60000.0
938,120333,Female,49,DK02,Liberal Alliance - Liberal Alliance,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,25000.0
939,120409,Male,70,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
940,120411,Male,55,DK03,Refusal,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,28000.0
941,120412,Female,60,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000.0
942,120421,Male,69,DK01,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
943,120442,Female,48,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
944,120443,Male,48,DK03,Refusal,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,
945,120708,Female,50,DK03,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,33000.0
946,120826,Female,58,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,25000.0
947,120862,Male,16,DK03,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
948,120900,Male,67,DK04,Enhedslisten - Unity List - The Red-Green Alliance,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
949,120902,Male,27,DK04,Liberal Alliance - Liberal Alliance,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,
950,120935,Female,22,DK04,Alternativet - The Alternative,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
951,120967,Female,85,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
952,120972,Female,74,DK02,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
953,121009,Female,63,DK03,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
954,121022,Female,74,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
955,121065,Male,72,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
956,121110,Female,67,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
957,121158,Female,44,DK04,Alternativet - The Alternative,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
958,121173,Male,22,DK01,Liberal Alliance - Liberal Alliance,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,15000.0
959,121227,Male,17,DK02,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
960,121269,Male,66,DK02,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
961,121279,Female,35,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,36000.0
962,121287,Female,46,DK02,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,48550.0
963,121375,Female,29,DK02,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
964,121384,Male,36,DK05,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,40000.0
965,121428,Male,56,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000.0
966,121590,Male,58,DK02,SF Socialistisk Folkeparti - Socialist People's Party,Folkeskole 9.-10. klasse,Weekly,4200.0
967,121657,Female,73,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
968,121719,Male,24,DK04,Liberal Alliance - Liberal Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000.0
969,121740,Male,17,DK04,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
970,121833,Female,52,DK05,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,29000.0
971,121973,Female,53,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
972,122030,Male,39,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
973,122064,Male,33,DK04,Liberal Alliance - Liberal Alliance,Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,49000.0
974,122180,Male,74,DK05,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
975,122244,Male,64,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,45000.0
976,122274,Male,23,DK02,Liberal Alliance - Liberal Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,27000.0
977,122348,Male,26,DK04,Alternativet - The Alternative,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Annual,160000.0
978,122476,Male,27,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Weekly,
979,122518,Female,68,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
980,122593,Male,18,DK02,Not applicable,Folkeskole 9.-10. klasse,Monthly,
981,122602,Male,48,DK04,Det Radikale Venstre - The Radical Liberal Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,50000.0
982,122666,Female,56,DK05,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
983,122742,Male,58,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 9.-10. klasse,Monthly,48000.0
984,122759,Male,68,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
985,122792,Female,71,DK03,Dansk Folkeparti - Danish People's Party,Folkeskole 6.-8. klasse,Monthly,
986,122816,Male,55,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
987,122904,Female,74,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Not applicable,
988,122955,Female,24,DK03,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,30500.0
989,122988,Male,79,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
990,123024,Female,28,DK04,Dansk Folkeparti - Danish People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,24000.0
991,123149,Male,65,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,24000.0
992,123228,Female,71,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
993,123280,Male,55,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,9500.0
994,123317,Male,34,DK02,Dansk Folkeparti - Danish People's Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,32000.0
995,123322,Male,84,DK04,Det Konservative Folkeparti - Conservative People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
996,123381,Female,65,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
997,123414,Male,26,DK02,Liberal Alliance - Liberal Alliance,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,
998,123440,Female,15,DK02,Not applicable,Folkeskole 9.-10. klasse,Monthly,300.0
999,123452,Male,33,DK03,Enhedslisten - Unity List - The Red-Green Alliance,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
1000,123466,Female,51,DK02,Don't know,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25000.0
1001,123521,Male,51,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,40000.0
1002,123534,Female,47,DK05,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
1003,123613,Male,55,DK03,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27000.0
1004,123620,Female,21,DK02,Det Radikale Venstre - The Radical Liberal Party,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,11500.0
1005,123647,Male,50,DK01,Refusal,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
1006,123649,Female,53,DK04,Not applicable,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
1007,123743,Female,22,DK04,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
1008,123755,Male,20,DK03,Not applicable,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Not applicable,
1009,123968,Male,15,DK04,Not applicable,Folkeskole 6.-8. klasse,Weekly,510.0
1010,123969,Female,73,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party",Universitetsbachelor. 1. del af kandidatuddannelse,Monthly,
1011,123981,Female,17,DK04,Not applicable,Folkeskole 9.-10. klasse,Not applicable,
1012,124032,Female,47,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,30000.0
1013,124033,Male,68,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
1014,124044,Male,36,DK01,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,25000.0
1015,124047,Female,83,DK01,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
1016,124076,Male,68,DK02,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,400000.0
1017,124128,Male,52,DK05,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,41000.0
1018,124131,Female,35,DK04,Don't know,"Forskeruddannelse. Ph.d., doktor",Monthly,34000.0
1019,124170,Female,48,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 9.-10. klasse,Monthly,
1020,124189,Male,33,DK02,Alternativet - The Alternative,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,27000.0
1021,124190,Female,66,DK03,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
1022,124256,Female,41,DK05,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,56000.0
1023,124453,Female,28,DK02,Not applicable,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
1024,124470,Female,24,DK03,Socialdemokratiet - The Social democrats,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,
1025,124709,Male,53,DK04,Socialdemokratiet - The Social democrats,Folkeskole 9.-10. klasse,Monthly,40000.0
1026,124713,Male,40,DK05,Not applicable,Folkeskole 9.-10. klasse,Monthly,23000.0
1027,124899,Female,46,DK04,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,46500.0
1028,125013,Male,58,DK02,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Weekly,7500.0
1029,125022,Female,46,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,37000.0
1030,125039,Male,71,DK02,Det Radikale Venstre - The Radical Liberal Party,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Annual,500000.0
1031,125046,Female,61,DK03,SF Socialistisk Folkeparti - Socialist People's Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
1032,125067,Male,36,DK01,Don't know,"Gymnasielle uddannelser, studentereksamen, HF, HHX, HTX",Monthly,12000.0
1033,125101,Female,26,DK03,Det Radikale Venstre - The Radical Liberal Party,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,27700.0
1034,125152,Female,67,DK02,"Venstre, Danmarks Liberale Parti - The Liberal Party","Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Annual,
1035,125249,Male,22,DK04,Dansk Folkeparti - Danish People's Party,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
1036,125278,Male,75,DK03,Dansk Folkeparti - Danish People's Party,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
1037,125320,Male,53,DK02,Det Radikale Venstre - The Radical Liberal Party,"Kort videregående uddannelse af op til 2-3 års varighed, F.eks. Erhvervsakadem",Monthly,41000.0
1038,125351,Female,76,DK02,Don't know,Folkeskole 6.-8. klasse,Monthly,
1039,125381,Male,86,DK02,Socialdemokratiet - The Social democrats,"Lang videregående uddannelse. Kandidatuddannelser af 5.-6. års varighed, F.eks",Monthly,
1040,125417,Male,68,DK04,Socialdemokratiet - The Social democrats,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,
1041,125538,Female,39,DK04,Dansk Folkeparti - Danish People's Party,"Kort erhvervsuddannelse under 1-2 års varighed, F.eks. AMU Arbejdsmarkedsuddann",Monthly,26000.0
1042,125605,Female,64,DK01,Socialdemokratiet - The Social democrats,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Annual,
1043,125611,Male,29,DK01,Not applicable,Other,No answer,
1044,125620,Male,71,DK03,"Venstre, Danmarks Liberale Parti - The Liberal Party","Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,
1045,125623,Female,64,DK04,Socialdemokratiet - The Social democrats,"Faglig uddannelse (håndværk, handel, landbrug mv.), F.eks. Faglærte, Social-",Monthly,
1046,125686,Male,61,DK05,"Venstre, Danmarks Liberale Parti - The Liberal Party",Folkeskole 9.-10. klasse,Monthly,33000.0
1047,125722,Male,56,DK02,Alternativet - The Alternative,"Mellemlang videregående uddannelse af 3-4 års varighed. Professionsbachelorer,",Monthly,86000.0
